order_id,customer_id,order_date,total_amount
6c1bd543-8fff-4ac1-899b-28022bc2b0c3,7298bef2-f9db-4f06-a498-4f2424ad21b2,2025-07-28,7876.22
dee59777-2411-4c07-a683-c2a05f3a52bf,4b8854cd-5d4e-421f-b30a-d9d267c942b0,2024-11-30,7957.78
767722e7-56b1-4e90-b101-72b9c5fd9806,e97fbd2c-8c65-4a0e-a982-17377081a298,2025-04-26,6818.26
fbada196-7315-40e2-844c-336ff3e59635,18cfcd27-7d48-4140-a4c3-92badd9fddd1,2024-12-01,8680.22
e723bb77-a18d-41b2-b08e-9cd32d1fc3cc,34676813-95b2-4398-9c18-a0be3e94176f,2025-08-09,1730.81
3d62a8ad-d4a7-45e1-94cc-d1b0315491f8,4c6809cd-7906-4df7-ac1f-898ed8a4bbe3,2025-10-23,14510.98
46e538f3-c2b9-46ef-a22b-dcac4a982797,acd869b0-6441-4040-80d6-da58656ed349,2025-08-23,14926.57
96fb3328-d6c1-4161-9666-dce6335f999c,180b5c70-eebc-43db-8690-68db95bb8292,2025-01-13,8282.74
0cbd5311-4039-4ef3-800f-508e6320bfd5,34676813-95b2-4398-9c18-a0be3e94176f,2025-08-18,8260.09
aad3fc91-6dcc-4eba-a00f-ab6eabd99753,d3701b19-02d3-4099-9f84-b10c438971c9,2024-11-20,10162.58
33098576-d5e4-429c-9bcf-4ead63a0b015,9fcaffd2-a76f-42dd-80c3-e52b9431cae7,2025-03-24,7770.14
012caa41-12a4-40ac-90cf-7aade18334db,9c5be33c-1a3f-4b36-88c1-0bcdfeeef5d1,2024-12-17,11589.76
828d9d11-f3c2-4e40-ac73-0866587946ba,f530ac23-9739-4d0d-862b-78298fa44e36,2025-07-14,13105.94
ff76cb3f-06a5-4508-a533-9f17317992f0,b828b7f0-6263-455b-8eec-4962622acc1d,2025-04-23,1946.88
591a44fa-2564-4277-8797-d7ac90065a95,9da1a0e1-5d9a-4a52-a1b8-4d4ca376c6ee,2025-02-12,4491.25
41a80cee-1c17-4604-8fd5-9c73fe664b3c,21e9dea3-620f-4251-9c0d-ad0518e0494d,2025-07-15,2459.8
f333feec-5848-4996-b1ac-0bb8b98b61bb,8a57b55c-2eac-40cb-8678-060f232d5a7b,2025-09-04,14700.63
677ce32a-b086-47e7-8fa0-74e9f7386f42,13e6e608-6b32-4945-9e05-abe7bbc7f560,2025-09-01,1349.01
b9a8b01a-c313-4614-a404-03cbf583029e,2d554f90-ab61-4a86-ab15-990cfe97ff39,2025-02-24,13004.37
455681aa-2346-40fa-bec3-494fc922bffb,55a53311-adaf-471e-8ec1-eaa9217730f3,2025-03-20,10940.31
67201242-af4a-4ee4-933e-47e33ae6d040,e8d295e0-398a-4cf4-a5cb-a8998f899741,2025-04-27,6547.91
9fba3fab-23a6-43d5-aeff-d8ab2b6aaeae,ad333574-78e3-4935-8ef3-998f792a01f7,2025-10-25,14818.86
487f10a9-51e8-4c37-8128-c662cb8fed58,21e9dea3-620f-4251-9c0d-ad0518e0494d,2025-02-13,4958.65
3a468c53-0ee3-46c2-ad99-a988695239f2,7298bef2-f9db-4f06-a498-4f2424ad21b2,2025-09-04,1177.11
7b231954-aa78-40c2-a5d5-b974d8d18280,8589d94b-82f2-4af7-9314-c84ab13447be,2025-07-22,11462.36
be8a5b6c-f948-4230-9150-b0150e219795,b01be3e4-215e-40aa-a5bc-b62e2d9c77c8,2025-08-26,822.68
a5d32d45-94f6-4fe7-a964-d3ce736c2205,d3701b19-02d3-4099-9f84-b10c438971c9,2025-10-06,9406.99
3af04764-d827-4dac-aec7-3b2326050a6d,92c86efb-2593-4ead-881f-e0f98bbfdaae,2025-04-18,3692.71
e985a37d-00a4-457f-8406-e3cfb2df5a81,b01be3e4-215e-40aa-a5bc-b62e2d9c77c8,2025-09-21,8266.4
e682b25b-b892-49b2-a331-43f9b8d40087,92c86efb-2593-4ead-881f-e0f98bbfdaae,2025-07-25,7415.64
17ac35f0-3465-44a3-819c-6f53ae08b4c3,5c6407cb-4103-493c-823f-0b3538aff6a9,2025-08-29,8032.96
2597da11-b1a6-4286-8477-202f92477af2,40fc0010-923e-43f1-845e-ef98e40b566f,2025-02-11,2122.14
1273c594-3e7e-403e-b2cf-71fd78ed517a,9f11b3ce-df51-44bc-ace2-3129cb6c0456,2025-09-22,4799.01
ec8973bb-e66d-4bac-a6af-53bd2eb4cd30,845bb545-d082-4f5b-b22e-97f2df1677c2,2025-10-23,4982.4
37bcb940-3243-4cca-bd2f-4bdc703310c4,071c36a9-463c-4185-a124-73b3fd4377f8,2025-05-21,11581.47
1dc60444-3140-4a99-8dc3-292f6b912721,2f23b802-5bfa-4d6f-88dc-8a0ebfa8dcbf,2025-05-11,4622.17
b9aa8487-f108-4f1b-be8d-6c69bc94d77a,7b318a42-2e80-4889-affd-877150a62bb2,2025-10-18,4037.73
4a80d6ae-c9a7-4981-9cc5-3ef27c307ec7,5d94e067-ae3a-49db-b7d3-e2da69256179,2025-08-04,7520.44
cc27b9d6-aeb9-4333-bbaa-2f70727e68ab,9f456f09-c322-407c-82f8-3bdb01a0e061,2025-10-03,9766.07
a58d269b-8092-4773-9a34-0076ab75814e,f78090e4-82a2-4710-8e9d-0b2e7739fd11,2025-07-14,13558.5
554b70fe-8f23-4149-94e7-d5920ec31110,ad4b7e4d-894d-4c46-bb4a-0047b27b4ded,2024-11-14,10652.6
f5cac079-149b-4953-80ed-f60296869885,8a57b55c-2eac-40cb-8678-060f232d5a7b,2025-08-11,7952.75
64217cbd-ea60-4e12-8a48-2c79f2b3ff45,4452a845-0ae1-4cbb-942e-53372bf96e0b,2025-01-03,5004.78
4202b6d4-5d86-497a-9e7c-cdb5e7aa9f25,b56b35a4-63e3-4ec0-8629-b7583ea6b45c,2025-03-15,9860.83
68ea199d-f723-45d6-a48f-306de48ff950,7298bef2-f9db-4f06-a498-4f2424ad21b2,2025-05-04,14292.02
19292fc5-2283-46fc-bf99-511a31611491,2e681ab1-cda4-45b1-87ea-e2012b03d5aa,2025-10-05,4612.29
a7e60e93-8b3f-42c4-8e73-f224dbda1773,53501f7a-cee1-4406-b3ae-67248e5c0785,2025-04-08,12023.47
fe97a15f-a8e4-4a1e-996c-2c0e2c0ed3d6,3b5a1c6a-a12a-4f2b-892d-71d08e30444e,2025-06-09,4134.28
64e69e2f-ff77-4ec4-975c-22a9255359f4,7d69c46f-51e7-46d7-91b9-0d3095894749,2025-03-21,2838.82
c2afe0e6-1078-496b-b4f0-a825912342bd,2e1b53a1-0514-46af-a74b-61a34da093d0,2025-04-04,572.51
4d9fe823-a5f4-4cb1-b71d-b5a2138f7ebc,346cf19d-2405-4cc1-b51f-a9a896a5a82c,2024-12-16,1355.54
e6aa933d-8aae-4ff6-88ac-e68b4d1d14d1,dfa64633-10ce-41eb-aae8-e3c8e33fb8bf,2025-09-19,9014.26
bb7c8e43-2af1-4445-b603-96eb665f3b8e,45401b79-3848-45fb-a421-9ad92802d3ca,2025-05-10,7576.95
0fc47a07-4c98-43be-956a-ffa90318917b,434bce48-2392-472e-8e69-8896a0df7c08,2025-03-10,5887.39
053f8bd7-7858-4273-a37b-0ee1be1a5fb2,c351d300-512e-4d7b-b4cb-ee3ada7d2ad6,2025-01-26,8730.53
c071bd0d-bc88-4945-b1af-579842f10f5c,71b2dac2-b3a2-47ac-a702-aac3f95730ff,2025-07-22,14660.48
