review_id,customer_id,product_id,rating,review_text,review_date
6b46e44b-94c8-4736-93b8-6c8d753a1e3c,66b5d456-bee0-4ae3-a55c-05a1e32e4ed9,c425e1a4-2528-4c91-9110-02a688c27e81,3,Instead last likely real.,2025-04-02
b36c9e5d-260c-4409-b409-d8d1c585450c,3107f641-d099-4949-8679-34a6a92c1ad1,f088fe16-c492-44c9-87ef-dccf0f6d8064,3,Glass action bag discuss imagine story cold.,2025-01-22
494e50e9-3f4e-4942-97f4-965a022784e3,ad333574-78e3-4935-8ef3-998f792a01f7,e3b02195-644c-4ff7-a868-d0822fa9cc98,5,Sort everyone any parent site sense ground.,2025-07-26
b30d2c60-94c3-423c-941b-8bb2a4051336,53501f7a-cee1-4406-b3ae-67248e5c0785,7a2bb4e1-b4d7-4ff0-bd60-934d6519a9db,4,Stock travel bad sport top culture.,2025-08-14
96c82c9a-cf9c-4e73-929e-e8fd6dcbc063,8edab34f-2277-41a9-99c5-4b3c920a01cf,7d1bbd62-d536-4780-8b83-b490d78561ee,3,Do every fall.,2024-12-10
42f6ecc8-c383-4bdb-a0fc-c1c114246dec,2f23b802-5bfa-4d6f-88dc-8a0ebfa8dcbf,c6cc2e17-a0b6-4628-838a-4712dde6ffe6,1,Chance prove detail itself four affect fly.,2025-10-08
d4f41796-35cf-4af3-b621-5ba70a854364,c99300c2-69c6-460d-b12a-716483e22466,a42167a4-e515-447b-8f73-4d02ffad72f5,4,Almost last ahead.,2025-01-29
9eae352d-d40d-414f-b8ca-d3c89ace3e22,bdd7c0aa-cfef-47c2-9fd9-97c293ee6ca5,e3175eaa-c999-4ea0-90b2-b3217cc8f37f,3,Pull hard space.,2025-06-14
b2e86e22-5ab9-44f0-82e4-eab23de24851,1792be60-bcc5-4ee0-b03f-973b55ecbc43,57044e98-e139-4312-9b9c-5192e9852a2a,1,Thus somebody themselves certainly.,2025-05-10
aad3edf4-8a8d-4fd6-abc4-2cc1c8486bee,af7adb05-3311-489f-bc50-c33125057c57,8945de19-c00a-4d08-9fdc-ee3843a01bf0,1,Who great Republican the information forward.,2025-07-01
2b3fb3db-43fb-487d-9544-9a636ea419d1,cdda952a-85c8-4877-b043-514046074892,0543fd4a-05b9-409e-a809-68e250ad7e01,4,Why sport ask.,2025-01-17
f6574a59-0911-4f1e-b467-6a76ea6a4443,dfa64633-10ce-41eb-aae8-e3c8e33fb8bf,e2dcf6b2-f85d-4c57-af57-e660862bed30,2,Behind report learn campaign water serve even.,2025-09-12
e4fc053d-0181-4404-b1ca-8176d8ea4131,e8d295e0-398a-4cf4-a5cb-a8998f899741,6254a57f-b18a-4465-86a5-d372ab2f1e80,2,Hard chance wind thus because industry.,2025-06-01
1e5dd746-a86d-48d0-852c-ace013af073f,35a5fb65-7d96-4a7d-815e-8ba3b564d898,d17ddf15-ccc6-4dd7-b43f-e8e7201d09e9,4,Question election enough interview not must authority.,2025-05-06
f00b379f-5610-4301-9203-f436561692fb,8d17c12a-4dde-40a2-9414-275167e36037,5b7467c3-ad4a-4bde-b6fb-21d9d1dafede,2,Upon Mr simply let fear evening.,2025-09-22
6815d6c1-c113-4d95-9d8e-09be6ac466ee,ac6f6504-eac2-4b5d-9ef6-a17539ecaf0f,6d44455a-2047-4e0d-aba0-88beb54df01e,3,Court director key quite particularly probably.,2024-12-03
7f637ae3-ec2d-4ebe-bbbc-7970851f7e04,5e7a2b3e-afac-45a9-bfd2-8e0ce804aa78,aa4f63c0-8291-45c4-a2dd-a948e3a0e284,5,War personal act affect card likely fight maybe.,2025-05-31
25b6aaa2-8d23-4790-ace5-6e0374547016,17530a6e-e466-4390-a522-d0c4b4825312,a2bb30c0-8b9e-42a5-bf56-02becd04cf96,5,Box check respond human it wall report nation.,2024-11-26
566eb9f1-c553-433e-93fe-f2982017fc8c,c267954e-88f8-4d3e-84f1-c7c5528ef3c2,dedad738-a806-4cfa-a39c-4f3e3fd845e7,2,Open chance nation offer throughout specific.,2025-04-30
ebcd5e8c-f354-492c-9c08-9e441cccdda3,50057060-3fc0-49a6-8679-51458ab122a4,95a7df9b-bdc6-4813-9ffd-02aa5dc0e537,4,Land standard under name for believe bit also.,2025-04-11
c66ab59e-1c40-4823-8c5d-c34315a6fd43,7d69c46f-51e7-46d7-91b9-0d3095894749,d3078d61-eafe-4e60-b6d9-2ab48ee653bc,1,Foot discuss range cold.,2025-09-03
fe907210-cd2d-4937-9859-906c46652caf,f530ac23-9739-4d0d-862b-78298fa44e36,3b6c8fa8-6d98-41ef-8d09-8f2f4d937ed2,1,Only current around gun own south board.,2025-08-23
71a332cd-bde2-41f9-a298-92a240277d3c,9fdefffe-af32-498e-bca5-61d8084b7df7,f67b82b6-2d8e-4af8-a090-3bb026d09a05,1,Particularly surface difficult.,2025-09-23
19833981-15bd-4cfa-8749-6a7191944c0c,03a727fe-2aac-4bfa-a289-acbd35ecca79,d047f77a-fc19-483a-8c04-a3e7295b1cc5,5,Human let wish real particular year help.,2025-04-13
3290bc27-6aba-44e0-a442-b8e544587170,8a57b55c-2eac-40cb-8678-060f232d5a7b,47c2ea2b-643d-45dd-bfe2-777f1f93a195,4,Beyond difference especially down.,2025-07-29
694d3950-c843-42c8-87b7-ebdba828cdd2,9c5d3458-c961-4967-af81-165dc0527a3b,05628cc5-1109-401e-939d-fd3e19bc356b,5,Total first compare fly management there arrive.,2025-01-04
febdedcb-ab42-462f-81d9-a5ce34103f3b,c267954e-88f8-4d3e-84f1-c7c5528ef3c2,10fba50b-16d6-4d57-8393-d01c5781d5e5,4,Stop card candidate ready she.,2025-02-08
53d02d66-e5a5-41fb-844d-f92f70640a6d,108066d2-6efa-4ff6-9a0c-7dc36af0070f,5b61b0df-2f56-4f08-856c-fe0a61f3d067,3,Article marriage painting deal.,2025-02-28
87619b7e-7e72-4544-a273-b4cecc9ac040,96f12964-b7e2-456c-9437-2481d44841b8,c4411afa-95ed-4992-84c3-2e3f21c6c8e8,2,Window approach fly four that hope individual.,2024-11-30
2115a8da-195f-4415-be22-69573cd39741,00338233-50b5-4c85-992e-68257829c781,c1700bbc-7e4f-46cc-ad71-e16ee597d0e5,1,Here skin game ball factor just prevent mouth.,2025-01-15
112f3c86-70b6-4c45-8a9c-4396ab2c7312,18cfcd27-7d48-4140-a4c3-92badd9fddd1,ac9070ac-6c6d-4789-9278-abf758649037,5,Really nature lot.,2025-04-09
521b0fd5-e872-47bb-b529-06df7c626020,d01b4fea-d49a-443b-afc5-f1f4241a35b6,d220f2c6-29b7-4a29-8a31-ea589d41b68e,3,Maintain better difference respond.,2025-03-24
787575ad-0abf-40b9-8977-d5e1b401f85f,9fcaffd2-a76f-42dd-80c3-e52b9431cae7,ed651329-cd04-480c-b49f-d74a21160639,5,Job audience move data.,2025-06-05
1fdb8fec-b877-46e0-8810-a16c69c3da17,2d554f90-ab61-4a86-ab15-990cfe97ff39,79e01502-68db-4313-b72b-d5291f0e05b6,4,Could growth instead culture note nearly anything state.,2024-11-22
a5a218d5-bc00-46cc-bbc2-bfc6b1544f7d,71b2dac2-b3a2-47ac-a702-aac3f95730ff,47c2ea2b-643d-45dd-bfe2-777f1f93a195,2,Agree like gas choose.,2025-03-23
739752ce-20d2-46b0-a508-59e9a8ce582e,b2edaee6-4921-4ed3-b8d5-3ed3d9f8559e,5b61b0df-2f56-4f08-856c-fe0a61f3d067,3,Serve fund develop adult.,2024-12-26
a19b56c8-c675-4077-8380-7e60670e9b11,543f9554-afb7-47ec-b205-1db19dc0f72f,3a1b3a1f-69e7-4297-8add-a61499a4750e,3,Yard side pick response.,2025-02-24
251668b4-a0c2-403e-aab6-f8797189cdb1,bdd7c0aa-cfef-47c2-9fd9-97c293ee6ca5,989ac506-4c2a-4c71-81b8-6bcfafa72310,5,Vote very board house human live talk.,2025-07-07
f4e8c3e9-a486-48c1-aa3c-1ba117b69b17,e94eff49-2e30-45ea-994c-9cae2ec4f1e0,d90595e4-e786-491b-a084-1ceef6e25663,1,Whether national feeling artist south state identify.,2025-11-07
4aa63e68-a258-4b18-a7df-bc087e4c4801,20ae647f-451a-4dae-8b6a-0b80c9b89622,0543fd4a-05b9-409e-a809-68e250ad7e01,3,Develop best business score and.,2025-07-06
390e528b-f450-4d8e-978d-59d5be799d64,21b48f68-0623-4c81-a2e3-2f32e7e99f5e,397acaac-ecb8-4033-b647-fc07b50d9a7e,1,Affect great very stay glass.,2025-05-19
f56a02aa-ae92-4b80-bb5d-145fde56cdcd,e97fbd2c-8c65-4a0e-a982-17377081a298,b7c46442-a4c2-41fb-9d35-46cc42789f7c,1,Parent decade fast.,2025-08-29
4d0d13d7-02d5-48bc-8dd8-391dfbd07b3c,e4d69a69-b0b8-430d-976c-de467dab015a,2d6d757b-c9a4-4a6b-b25a-f503d2dd5c6b,3,Daughter suggest various operation year set save.,2025-02-12
1fdd6f39-f47b-4fe0-a8be-8d1d5547ba23,bdd7c0aa-cfef-47c2-9fd9-97c293ee6ca5,77306b89-119a-4042-ba75-5e224d57b027,1,Stage anything type.,2025-07-20
e3fd53ec-d9ff-4033-9910-1f54e52f92da,3377b3f9-5f62-40f9-9852-fb0e2578c03f,8d0301b5-9527-4597-9963-80831e5c139c,5,Girl themselves argue story.,2024-11-20
4d42f720-13a8-4612-90b0-68c662524313,ed885d9d-9e35-4232-bddf-8e9832c763e9,40531684-bd67-47e7-9eff-f218a3cf15a4,2,That fish truth bill similar.,2025-09-20
50dad4d7-fae8-483f-98b4-67a4245b5c0b,be4de40f-0599-421e-a980-a3266cc89a9f,e51d342e-5dfe-448a-8f95-4d0a28c14933,5,Through skill because mouth.,2025-08-14
6f879aa1-76c6-4309-be7c-52367091cc12,f1e76a74-96de-48f1-9ff0-5abc7ed55438,75b2f987-83f8-4dbf-81cc-a76e3b5054d8,4,Discussion hundred kitchen film store environment can.,2025-02-25
9be441a4-6699-418a-9f21-5f2443c1c2e1,15e1bfe4-839e-457b-b4bb-58e2efb4d3f7,6dc768e0-7f77-4efb-ab04-e56a2c14755a,5,Return perhaps in affect.,2024-11-24
a4de25b2-0245-4ea6-baba-edde152e43f5,612bb090-0b52-43a1-8ab2-827fe5a6dc1f,e2dcf6b2-f85d-4c57-af57-e660862bed30,4,Local new near it.,2024-12-01
f31ef561-4963-42c3-bbf7-f88c594da0c5,1ecd9809-0b2f-4363-b94c-7b1555b7cbc5,ad0b48a7-ee19-4f76-89fb-7a946fb662bf,1,Can dinner total behind also.,2025-07-18
2ca41d5d-7c3d-4733-a486-fdd8dfedaacb,434bce48-2392-472e-8e69-8896a0df7c08,f901a678-e9c5-4e91-a80b-4e28f9678194,1,Control mean capital head surface.,2024-12-21
f97861fb-5f0a-415c-99b1-8e625dcae199,c351d300-512e-4d7b-b4cb-ee3ada7d2ad6,ac9070ac-6c6d-4789-9278-abf758649037,1,Write at dog watch write another.,2025-05-20
d563bc4c-32c1-4eda-88c9-f102db93a324,c381fa47-bd29-4de3-829e-a94d6ac40b46,f6ca5664-591a-4e5a-ba54-b7d24f0696a4,5,Movement agreement authority front always white.,2025-04-06
91a0acf3-ba48-4db5-ba7c-fd987d2099c4,8589d94b-82f2-4af7-9314-c84ab13447be,3290ec3e-370e-4375-8781-551c89133102,4,May impact girl although lot push building.,2025-06-12
0bbe7e92-387d-44a7-bfef-aca519ebb5d8,65d038ab-7a4a-44ef-bf54-1a6de0e5b745,748937fc-29f1-4d06-87db-5a4cbac042d8,4,They goal politics person result.,2025-02-09
e7debf56-854a-47e7-b4ee-3ed354d30b66,3148b58f-982e-4999-8e46-6ce8611281b7,7d1bbd62-d536-4780-8b83-b490d78561ee,5,Manage kind about tell once billion.,2025-07-25
9db19450-894a-4110-9126-5ffe1452a281,6078105f-da69-43c5-bc07-9c295825cf83,12ddfaf4-4a64-42c8-aaf4-22e7d4b56f42,2,How good institution trial have.,2025-07-21
ef8d1697-5180-4578-8649-366cc3ebde12,5ed02a43-345b-4537-9fac-5713e29e2157,c6cc2e17-a0b6-4628-838a-4712dde6ffe6,2,Nature opportunity fish by bit.,2025-10-12
13402c99-fa2f-48ef-8e83-a1b09c31fd4a,34f2ffc5-9bc8-4609-9e20-0ed369f02233,b33e4fc2-7e70-4d39-bad1-aa5204cec52a,1,After author general fish score parent.,2025-06-06
4aa0ddf7-6434-4744-a027-3e74ee128b42,a2a5f862-2063-4181-ae87-8a3ab5e029ed,c4411afa-95ed-4992-84c3-2e3f21c6c8e8,1,Our southern people simple newspaper.,2024-11-17
dd6dfc9a-3b7a-402b-8759-a24338f90b18,b4f1e211-57fb-4403-8b92-13ffffcc0c13,f6ca5664-591a-4e5a-ba54-b7d24f0696a4,4,May age its project mouth traditional.,2025-02-24
1d3eb34f-a13b-4605-9c7d-b064b8b3b7ae,b828b7f0-6263-455b-8eec-4962622acc1d,0e05577c-5096-470b-bf2f-31876e508315,1,Continue force land lawyer recently wonder everybody.,2025-08-18
8cdbcdf1-ad84-4487-8755-24bddc292c2e,d38bfe8f-2bad-4ce7-8114-2f83b58b2e5d,f0ef4afe-5e49-4587-9ef0-bd4c00394780,3,Also lot guess budget character news cause.,2025-03-29
333c1e9a-2dce-46db-a575-a2c88aad572b,a83dd71f-1f63-4687-a0d4-0ba11d21c59b,f89bc9be-2cb3-4064-8850-8d1330ead62c,2,House foot sea there.,2025-01-16
f1d94a48-dc35-4728-ac93-de0ab365b151,5ed02a43-345b-4537-9fac-5713e29e2157,3a1b3a1f-69e7-4297-8add-a61499a4750e,5,Agent floor than follow.,2025-10-29
ae12c178-9716-4116-882c-534598db2a22,612bb090-0b52-43a1-8ab2-827fe5a6dc1f,7a2bb4e1-b4d7-4ff0-bd60-934d6519a9db,5,Example require music number exactly claim husband alone.,2025-03-12
b5827af1-97ba-4567-9750-047b5d59c170,c351d300-512e-4d7b-b4cb-ee3ada7d2ad6,dcc1394f-f9d6-40ae-bc0b-166052d6dbb3,4,Wait day television eight discussion everybody others.,2025-05-14
ea55b425-727b-4df3-949a-9cd4d7439e41,a159097f-26e4-4d1e-9ff4-c7f753348d9f,a11052e4-a735-4755-b795-1c7a086db03d,2,Move cover head.,2024-12-16
52e4d14f-5181-486f-9156-1e3ede5e3f92,3231651d-a59b-45db-b4e1-3af8f42429fe,e139eab1-e201-48c6-a2e1-9afd1d84f046,5,Dream of star.,2025-07-25
0bebaabb-7279-432a-ab47-9896fabff47c,374f68a4-3cbc-4e60-8dec-1bff2dfcec88,f088fe16-c492-44c9-87ef-dccf0f6d8064,2,Him simple eat away why score just.,2025-06-27
45e0fcf6-76c6-4a26-ab9f-249ba16643b8,80953d7e-66bc-4df4-b71e-4154a1f123b3,f8029476-09a6-4e61-89ef-b67c20d4c520,4,The you part also onto bill network.,2025-10-07
ab332304-903d-4e54-bfe1-63daac7dfd3d,e97fbd2c-8c65-4a0e-a982-17377081a298,d047f77a-fc19-483a-8c04-a3e7295b1cc5,1,Investment million affect ten beyond.,2024-12-16
8e22a23b-3ffe-4743-b750-50d10a209f5e,33a63fcb-0e88-4c9a-9343-f8ccf131bddf,47c2ea2b-643d-45dd-bfe2-777f1f93a195,1,Artist school note vote there there eye.,2025-07-21
0687ffa3-d90a-46ff-9a25-07f36ec2b42b,a2a5f862-2063-4181-ae87-8a3ab5e029ed,474c3daa-a5c0-40db-b77b-5d55c6f315df,2,Animal hear man our.,2025-03-10
cc42ae68-82e1-41ba-aab0-8ff52a5bd6ac,5e7a2b3e-afac-45a9-bfd2-8e0ce804aa78,474c3daa-a5c0-40db-b77b-5d55c6f315df,5,Size evidence marriage something worker himself.,2025-03-01
a8e92201-37f9-43df-b900-ba9366ef1596,7d69c46f-51e7-46d7-91b9-0d3095894749,ceedc62d-5012-4e06-8301-ccc254ebec64,5,Foreign second into four your act parent theory.,2025-09-12
0b85cab8-aa24-400b-8f40-0efe9f5a4642,fef93a36-c640-4c65-8ed4-a4dc12f4ce72,46347c3d-2d23-47ab-8712-5ab7cd59d954,4,Building pressure happy opportunity.,2025-02-21
ca252a6e-4ba0-4348-9993-c0f77217f51b,9da1a0e1-5d9a-4a52-a1b8-4d4ca376c6ee,d17ddf15-ccc6-4dd7-b43f-e8e7201d09e9,1,Weight research involve attorney reality peace speech.,2025-02-09
4042f247-45f2-4d90-b8e0-290226f47d65,071c36a9-463c-4185-a124-73b3fd4377f8,861fd4dd-f3d4-4066-85a4-04369159a78b,5,Around catch them charge.,2025-11-07
39c5b204-3a97-4869-a9bf-52054ea95423,e8d295e0-398a-4cf4-a5cb-a8998f899741,6d012c43-3e22-4700-a4ca-cbfe4019f87a,3,Always stuff involve person glass public.,2025-10-06
f6397359-20cb-4436-b4ed-f41f1c7b8cdd,f530ac23-9739-4d0d-862b-78298fa44e36,6dc768e0-7f77-4efb-ab04-e56a2c14755a,2,Budget prove fact will prove moment.,2025-03-14
a6c63cef-29d6-4e50-94f9-059d30984776,72d1806a-ce3f-4f58-af05-555bcf07d8fb,01ec7ded-f7d7-4996-8eb4-2514b23883e0,3,Suddenly arm front.,2024-12-22
d6793c7a-9712-4ba5-9b6c-7b19377ab3ff,6c08cae2-2b3d-453e-b2a2-7fdfa2dce122,9d54565c-818b-44ec-85b1-67746fefacc0,3,Rule term parent much increase.,2025-04-20
2b2a0940-8750-42c5-9a75-90d136925e86,2c670f6c-f338-440d-bbca-9df839ccd8ba,20cd7f80-b550-4e8c-b0d7-4568db20e151,2,There measure guy.,2025-08-22
3c6bad04-77b2-4a43-8c3e-7c301c722ad9,66b9272f-1ca0-410b-8b5b-eea89d3ba148,2b6ee70d-061a-4c07-8e4a-f0690a0e479c,2,Image small focus but someone know social.,2025-01-16
34bb1f0a-11e5-48cb-a6eb-b96d695fa701,dc23b2fd-ae61-42ad-8441-7f0b52676d9c,570cbddb-b8ca-48bf-9227-2e333b67d23a,3,Couple chair a full worry.,2025-11-09
5bc6b9f3-e3ec-4e78-9c24-082c1109711a,f78090e4-82a2-4710-8e9d-0b2e7739fd11,f67b82b6-2d8e-4af8-a090-3bb026d09a05,5,Dark instead provide none boy direction test.,2025-09-17
1902bc23-a83b-4358-aed6-5ad0b5f8e445,f1e76a74-96de-48f1-9ff0-5abc7ed55438,b7a0ef87-56d0-4474-8c1b-d6cb87a26cb5,5,Exactly truth we hold series.,2025-03-23
6d78ff92-9aa2-4e62-aafc-6174774aba28,f530ac23-9739-4d0d-862b-78298fa44e36,5073c26b-b0af-4ead-a0d1-72732799fa2d,1,Organization with for interesting forget meeting conference.,2024-12-16
958e65c6-765e-42e2-9738-65499c47ca76,dca98c43-3d70-4cf5-8006-27dbfc660edc,6d44455a-2047-4e0d-aba0-88beb54df01e,4,Turn then color movie design boy.,2025-04-10
