product_id,product_name,category,price,stock
8c396788-54ad-450a-b04c-41afabb87101,Kind Plant,Sports,4005.26,11
941eca2b-bf09-4ab3-b515-a78bcbbf1570,Season Month,Electronics,3324.3,42
97280924-9215-420f-9b85-c5b7b753d03c,Break Though,Home,4572.74,120
7c7fdc6a-cd8d-42f4-a990-964e65b4b669,Economy Field,Sports,4203.48,169
fc641ac2-249c-4401-8504-0f5c3469eac7,Recent Thing,Sports,239.31,39
7c8e6455-5f7c-4143-95a2-e0ef3eedd13f,College Night,Electronics,2759.46,58
d047f77a-fc19-483a-8c04-a3e7295b1cc5,Throughout Leader,Electronics,1525.39,60
b2ee1e9a-206c-4948-92d9-ca958791d854,His Eight,Fashion,2006.9,159
a569c239-e936-40d7-ae30-e3b674a19ad4,Painting Eat,Home,557.4,35
dd14c54d-93e6-4ab3-b749-9691caa7586c,Mean Customer,Electronics,4770.2,45
ddd2cf3f-3011-401e-9d96-f973b040efb9,Late Image,Sports,1847.74,23
19e7ee17-c071-40e5-b678-1c63ec46e1be,Recent According,Beauty,4057.85,69
b3a1f5e9-6d10-41d8-a2eb-720edc462ec6,Available Stuff,Home,4777.79,49
af32713f-5749-4b58-9e5e-927f2aa9b3d8,Performance Doctor,Fashion,4509.16,39
cc1907ab-677b-4c74-9286-15ab91e3a977,General Some,Fashion,2387.51,184
7f6ce866-56dc-41db-b96f-0380683300bb,Discussion Than,Beauty,2782.55,165
e3b02195-644c-4ff7-a868-d0822fa9cc98,Half Attack,Home,3366.19,129
069731ab-2c2d-42dd-a83d-320a23bc472f,Call Skill,Beauty,3852.63,14
ac9070ac-6c6d-4789-9278-abf758649037,Individual National,Home,4357.42,71
9632ad2a-73f8-4148-83b2-376c69bcb747,Health Everyone,Sports,3140.34,160
423ef12a-cd19-423f-883b-f74be62e36e7,Wife Performance,Home,4979.97,67
b6855c89-9fa0-490e-989f-b98819cfdba5,Teach Research,Sports,317.17,158
ad0b48a7-ee19-4f76-89fb-7a946fb662bf,Natural Need,Sports,4015.24,42
5bef564f-4d86-4c6e-b2db-c1c85c6ef50b,Very Suddenly,Home,4331.85,133
d00f943d-194d-4a38-9a01-0f3ba638dc60,Like Bring,Sports,4876.53,165
b9f1a843-9ba2-4130-af8f-2d753b3d91a8,Pull Money,Home,1670.95,68
05628cc5-1109-401e-939d-fd3e19bc356b,None Have,Fashion,1233.14,135
d80de040-c74b-4199-9b33-fea2c04eaab5,Ability Board,Fashion,4281.33,59
4d248de6-100c-4a12-a59d-b322363f9371,Them Trade,Beauty,1472.88,29
3bb5c858-5de4-4eb0-b7d3-20263eb7703b,Economy Send,Home,3119.42,80
e79f54d8-2765-4f6c-a119-b12e9d1883f7,Chair She,Beauty,874.83,160
06ba1975-58a6-40ef-b6f7-56efe962ee96,Fish Defense,Sports,3771.48,116
7a2bb4e1-b4d7-4ff0-bd60-934d6519a9db,Security Difference,Fashion,459.27,69
b8bad9c9-46b1-4875-a2dd-98e363589d2a,Five Conference,Sports,926.82,37
5ab538af-cb1b-4850-b86f-dd4ab9a376cf,Trial Policy,Beauty,2196.42,64
77306b89-119a-4042-ba75-5e224d57b027,Surface Yeah,Fashion,3508.19,92
46347c3d-2d23-47ab-8712-5ab7cd59d954,Management Side,Fashion,4602.56,157
d17ddf15-ccc6-4dd7-b43f-e8e7201d09e9,Any Reduce,Fashion,4425.9,14
c1700bbc-7e4f-46cc-ad71-e16ee597d0e5,Big This,Electronics,1991.22,167
f8029476-09a6-4e61-89ef-b67c20d4c520,Human Pass,Sports,4360.7,93
0351a901-19fe-4511-a6ea-bd98f74f29f7,Her Set,Beauty,3896.18,121
3a1b3a1f-69e7-4297-8add-a61499a4750e,Store Magazine,Home,3596.52,47
a2bb30c0-8b9e-42a5-bf56-02becd04cf96,Choose Language,Electronics,4911.92,13
fcb47049-899c-4db8-afc1-0669c69dcad5,Get Including,Electronics,2149.03,108
56441243-dacb-4aef-9b86-77a6af290ca2,According Soldier,Sports,2763.35,141
79e01502-68db-4313-b72b-d5291f0e05b6,Clearly Thousand,Sports,2406.76,195
d11ee9d8-5feb-4d47-b32f-ad43dea07af4,World Able,Fashion,4141.8,105
0543fd4a-05b9-409e-a809-68e250ad7e01,City Safe,Sports,1226.62,56
c7532b9c-e142-4d17-84d1-99b9a132b4f1,Find Structure,Beauty,3897.35,171
36a80f3a-fd10-4f22-bd8c-fee28d839740,Much Theory,Home,3590.76,99
dd6f163a-0b00-44bb-b3fa-628817d14f68,Focus Down,Beauty,4944.67,87
bba00e9c-ee06-4f40-be5d-576503056053,Thousand Board,Sports,3011.07,119
d13a9b48-8c9e-458f-89f8-d61946f1bcc3,Manage Consider,Sports,4090.58,130
40531684-bd67-47e7-9eff-f218a3cf15a4,Eight Page,Home,604.56,76
12ddfaf4-4a64-42c8-aaf4-22e7d4b56f42,Man Property,Beauty,4467.04,48
207d9db6-9b43-492b-b8ec-0133795c0775,Subject Authority,Sports,3998.12,15
a8e65210-006a-4975-bf5f-b54536ae1cac,Hot Commercial,Home,1114.55,35
2f2631fd-ec4c-407a-aa29-8576e9a1613b,Might Few,Home,343.63,179
ac29ced3-bc40-4e86-a387-afdcdc0fb0a3,Else Hospital,Sports,586.29,88
47c2ea2b-643d-45dd-bfe2-777f1f93a195,Road Whom,Beauty,2698.29,166
a42167a4-e515-447b-8f73-4d02ffad72f5,Including Guess,Sports,4139.69,26
8d0301b5-9527-4597-9963-80831e5c139c,Unit Prove,Fashion,1250.2,94
b9e67d39-f5e0-4cdd-b41c-069217063545,Very Itself,Fashion,3183.63,179
861fd4dd-f3d4-4066-85a4-04369159a78b,Leader Indeed,Fashion,2825.17,128
95a7df9b-bdc6-4813-9ffd-02aa5dc0e537,Partner Well,Electronics,2127.57,141
69c89ff4-1b24-490e-8466-cfa2613912c0,Expert Whatever,Fashion,3226.74,177
212d6520-8bdc-4908-aac1-dd61876e889d,Foreign Political,Home,3906.86,182
748937fc-29f1-4d06-87db-5a4cbac042d8,Perhaps Other,Electronics,3157.93,197
9d54565c-818b-44ec-85b1-67746fefacc0,Share Respond,Home,4183.58,57
5b7467c3-ad4a-4bde-b6fb-21d9d1dafede,Same Foot,Beauty,324.41,41
d220f2c6-29b7-4a29-8a31-ea589d41b68e,Music Spring,Sports,1177.64,21
3b6c8fa8-6d98-41ef-8d09-8f2f4d937ed2,Picture Able,Fashion,2450.58,175
7349ca95-5cd0-4af6-a8e1-bfd4591fe9d1,Key Course,Beauty,3026.42,31
6254a57f-b18a-4465-86a5-d372ab2f1e80,May Draw,Beauty,639.62,48
70705888-15f2-4e16-8512-bb6147406c9d,Thousand Case,Sports,418.77,32
ea1b598b-3061-4cf1-850a-5096597a6ed3,Wrong Allow,Sports,2624.69,171
